1,1981,282,15
1,1982,280,15
1,1983,264,15
1,1984,269,15
1,1986,264,15
1,1987,266,15
1,1988,275,15
1,1990,258,15
1,1992,277,15
1,1993,260,15
1,1994,268,15
1,1995,280,15
1,1997,284,15
1,1998,289,15
1,1999,281,15
4,1990,265,25
4,1991,280,25
4,1992,274,25
4,1993,268,25
4,1994,284,25
4,1995,277,25
4,1996,284,25
4,1997,277,25
4,1998,286,25
4,1999,293,25
4,2000,285,25
4,2001,286,25
4,2002,268,25
4,2004,288,25
4,2005,272,25
4,2006,288,25
4,2007,279,25
4,2008,281,25
4,2009,282,25
4,2010,290,25
4,2011,290,25
4,2012,284,25
4,2013,284,25
4,2014,288,25
4,2015,283,25
5,1979,257,16
5,1980,296,16
5,1981,284,16
5,1982,293,16
5,1983,298,16
5,1984,288,16
5,1985,290,16
5,1986,280,16
5,1987,268,16
5,1988,261,16
5,1989,256,16
5,1990,281,16
5,1991,253,16
5,1992,285,16
5,1993,273,16
5,1994,273,16
15,1994,294,18
15,1995,279,18
15,1996,276,18
15,1997,266,18
15,1998,252,18
15,1999,261,18
15,2000,268,18
15,2001,269,18
15,2002,230,18
15,2004,264,18
15,2005,270,18
15,2006,288,18
15,2007,258,18
15,2008,275,18
15,2009,277,18
15,2010,257,18
15,2011,261,18
15,2012,276,18
16,1981,281,16
16,1982,258,16
16,1983,297,16
16,1984,281,16
16,1985,276,16
16,1986,276,16
16,1987,277,16
16,1988,281,16
16,1989,278,16
16,1990,279,16
16,1991,267,16
16,1992,269,16
16,1993,265,16
16,1994,270,16
16,1995,271,16
16,1996,274,16
21,1989,289,23
21,1990,271,23
21,1991,267,23
21,1992,278,23
21,1993,269,23
21,1994,273,23
21,1995,281,23
21,1996,283,23
21,1997,281,23
21,1998,254,23
21,1999,275,23
21,2000,270,23
21,2003,287,23
21,2005,281,23
21,2006,272,23
21,2007,260,23
21,2008,283,23
21,2009,287,23
21,2010,292,23
21,2011,270,23
21,2012,292,23
21,2013,287,23
21,2015,267,23
26,1979,280,18
26,1980,269,18
26,1981,270,18
26,1982,272,18
26,1983,279,18
26,1985,261,18
26,1986,274,18
26,1987,284,18
26,1988,278,18
26,1989,286,18
26,1990,276,18
26,1991,251,18
26,1994,278,18
26,1995,250,18
26,1996,268,18
26,1997,280,18
26,1998,264,18
26,1999,274,18
28,1979,271,17
28,1980,279,17
28,1982,259,17
28,1983,282,17
28,1984,271,17
28,1985,263,17
28,1986,274,17
28,1987,276,17
28,1988,278,17
28,1989,268,17
28,1990,285,17
28,1991,259,17
28,1992,265,17
28,1993,266,17
28,1994,262,17
28,1995,280,17
28,1996,274,17
29,1979,273,17
29,1980,277,17
29,1982,275,17
29,1984,267,17
29,1985,265,17
29,1986,271,17
29,1987,270,17
29,1988,258,17
29,1989,282,17
29,1990,273,17
29,1991,279,17
29,1992,284,17
29,1993,269,17
29,1994,291,17
29,1995,287,17
29,1996,276,17
29,1997,279,17
30,1979,267,21
30,1980,279,21
30,1981,279,21
30,1982,268,21
30,1983,282,21
30,1984,281,21
30,1985,268,21
30,1986,272,21
30,1987,271,21
30,1988,269,21
30,1989,289,21
30,1990,275,21
30,1991,270,21
30,1992,264,21
30,1993,266,21
30,1994,264,21
30,1995,274,21
30,1996,271,21
30,1997,276,21
30,1998,268,21
30,1999,283,21
32,1993,294,16
32,1994,293,16
32,1995,279,16
32,1996,285,16
32,1997,281,16
32,1998,282,16
32,1999,302,16
32,2000,293,16
32,2007,291,16
32,2009,275,16
32,2010,287,16
32,2011,271,16
32,2012,289,16
32,2013,292,16
32,2014,262,16
32,2015,293,16
36,1980,274,17
36,1981,273,17
36,1983,275,17
36,1986,282,17
36,1987,278,17
36,1988,293,17
36,1989,289,17
36,2000,274,17
36,2001,280,17
36,2003,255,17
36,2004,267,17
36,2005,269,17
36,2007,269,17
36,2010,284,17
36,2012,275,17
36,2013,270,17
36,2014,273,17
37,1979,274,17
37,1980,278,17
37,1981,277,17
37,1982,271,17
37,1983,275,17
37,1984,273,17
37,1985,283,17
37,1986,280,17
37,1987,272,17
37,1988,282,17
37,1989,270,17
37,1990,271,17
37,1991,282,17
37,1992,276,17
37,1993,283,17
37,1994,252,17
37,1995,259,17
40,1984,280,25
40,1985,292,25
40,1986,278,25
40,1987,286,25
40,1989,270,25
40,1991,280,25
40,1992,264,25
40,1993,278,25
40,1994,289,25
40,1995,298,25
40,1996,288,25
40,1997,281,25
40,1998,276,25
40,1999,285,25
40,2000,265,25
40,2001,273,25
40,2002,287,25
40,2003,291,25
40,2004,294,25
40,2006,290,25
40,2007,288,25
40,2008,281,25
40,2009,286,25
40,2010,283,25
40,2011,297,25
44,1979,283,15
44,1983,301,15
44,1984,294,15
44,1985,277,15
44,1986,268,15
44,1987,289,15
44,1988,280,15
44,1990,283,15
44,1991,276,15
44,1992,270,15
44,1993,275,15
44,1994,282,15
44,1995,306,15
44,1996,282,15
44,1997,292,15
50,1986,288,30
50,1987,275,30
50,1988,289,30
50,1989,285,30
50,1990,285,30
50,1991,297,30
50,1992,293,30
50,1993,267,30
50,1994,274,30
50,1995,294,30
50,1996,290,30
50,1997,286,30
50,1998,270,30
50,1999,293,30
50,2000,289,30
50,2001,279,30
50,2002,288,30
50,2003,296,30
50,2004,289,30
50,2005,297,30
50,2006,307,30
50,2007,293,30
50,2008,289,30
50,2009,293,30
50,2010,296,30
50,2011,296,30
50,2012,293,30
50,2013,292,30
50,2014,298,30
50,2015,289,30
56,1979,275,22
56,1980,280,22
56,1981,276,22
56,1982,274,22
56,1983,279,22
56,1984,281,22
56,1985,267,22
56,1986,267,22
56,1987,279,22
56,1988,274,22
56,1989,276,22
56,1990,272,22
56,1991,271,22
56,1992,278,22
56,1993,273,22
56,1994,273,22
56,1995,282,22
56,1996,283,22
56,1997,276,22
56,1998,269,22
56,1999,267,22
56,2000,266,22
59,1979,273,19
59,1980,276,19
59,1981,271,19
59,1982,270,19
59,1983,279,19
59,1984,273,19
59,1985,285,19
59,1986,273,19
59,1987,280,19
59,1988,270,19
59,1989,277,19
59,1990,266,19
59,1991,288,19
59,1992,293,19
59,1993,290,19
59,1994,289,19
59,1995,287,19
59,1996,291,19
59,1997,293,19
61,1981,272,21
61,1982,266,21
61,1983,270,21
61,1986,262,21
61,1987,281,21
61,1988,277,21
