6450,2000,274,15
6450,2001,288,15
6450,2002,288,15
6450,2003,288,15
6450,2004,294,15
6450,2005,297,15
6450,2006,297,15
6450,2007,293,15
6450,2008,287,15
6450,2009,293,15
6450,2010,271,15
6450,2012,299,15
6450,2013,274,15
6450,2014,303,15
6450,2015,297,15
6477,2000,288,16
6477,2001,293,16
6477,2002,282,16
6477,2003,288,16
6477,2004,296,16
6477,2005,298,16
6477,2006,297,16
6477,2007,298,16
6477,2008,292,16
6477,2009,297,16
6477,2010,295,16
6477,2011,295,16
6477,2012,293,16
6477,2013,288,16
6477,2014,297,16
6477,2015,293,16
6494,2000,296,15
6494,2001,296,15
6494,2002,275,15
6494,2003,299,15
6494,2004,293,15
6494,2005,295,15
6494,2006,295,15
6494,2007,266,15
6494,2008,261,15
6494,2009,263,15
6494,2010,270,15
6494,2011,276,15
6494,2012,271,15
6494,2013,302,15
6494,2014,289,15
6533,2000,286,16
6533,2001,309,16
6533,2002,263,16
6533,2003,292,16
6533,2004,266,16
6533,2005,277,16
6533,2006,294,16
6533,2007,261,16
6533,2008,281,16
6533,2009,282,16
6533,2010,270,16
6533,2011,281,16
6533,2012,295,16
6533,2013,272,16
6533,2014,280,16
6533,2015,288,16
6561,2000,292,16
6561,2001,303,16
6561,2002,296,16
6561,2003,293,16
6561,2004,296,16
6561,2005,300,16
6561,2006,294,16
6561,2007,303,16
6561,2008,292,16
6561,2009,302,16
6561,2010,285,16
6561,2011,301,16
6561,2012,295,16
6561,2013,293,16
6561,2014,301,16
6561,2015,292,16
6571,2000,303,16
6571,2001,308,16
6571,2002,290,16
6571,2003,298,16
6571,2004,296,16
6571,2005,300,16
6571,2006,306,16
6571,2007,299,16
6571,2008,302,16
6571,2009,310,16
6571,2010,300,16
6571,2011,302,16
6571,2012,298,16
6571,2013,287,16
6571,2014,305,16
6571,2015,305,16
6609,2000,256,15
6609,2001,262,15
6609,2002,258,15
6609,2003,253,15
6609,2004,293,15
6609,2005,288,15
6609,2006,290,15
6609,2007,281,15
6609,2008,298,15
6609,2009,285,15
6609,2010,283,15
6609,2012,289,15
6609,2013,291,15
6609,2014,296,15
6609,2015,298,15
6617,2000,267,16
6617,2001,264,16
6617,2002,255,16
6617,2003,280,16
6617,2004,278,16
6617,2005,279,16
6617,2006,269,16
6617,2007,258,16
6617,2008,254,16
6617,2009,281,16
6617,2010,261,16
6617,2011,278,16
6617,2012,285,16
6617,2013,267,16
6617,2014,260,16
6617,2015,274,16
6620,2000,262,16
6620,2001,274,16
6620,2002,258,16
6620,2003,253,16
6620,2004,294,16
6620,2005,293,16
6620,2006,287,16
6620,2007,275,16
6620,2008,278,16
6620,2009,279,16
6620,2010,276,16
6620,2011,279,16
6620,2012,280,16
6620,2013,283,16
6620,2014,285,16
6620,2015,283,16
6638,2001,251,15
6638,2002,258,15
6638,2003,263,15
6638,2004,254,15
6638,2005,273,15
6638,2006,283,15
6638,2007,249,15
6638,2008,268,15
6638,2009,272,15
6638,2010,252,15
6638,2011,253,15
6638,2012,265,15
6638,2013,258,15
6638,2014,263,15
6638,2015,248,15
6639,2000,264,16
